codigo;filial;empresa;descricao;fornecedor;tributacao;status;curva;b_o_;comprador;rota;forecast;vendido;media;classe;estoque;po_compas;transferencias;estoque_total;CMV;politica;periodo
4864;1021;Mafra;ZELBORAF (VEMURAFENIBE) 240MG C/56 CPR;ROCHE;Importado;Ativo;C;Não;BYANCA;1021;2;0;2;MED;13;0;0;13;7834,00;30;S1,S2,S3
4864;1010;Mafra;ZELBORAF (VEMURAFENIBE) 240MG C/56 CPR;ROCHE;Importado;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
4864;1009;Mafra;ZELBORAF (VEMURAFENIBE) 240MG C/56 CPR;ROCHE;Importado;Ativo;C;Não;BYANCA;1009;4;0;5;MED;15;0;0;15;8514,13;30;S1,S2,S3
4864;1003;Mafra;ZELBORAF (VEMURAFENIBE) 240MG C/56 CPR;ROCHE;Importado;Ativo;C;Não;BYANCA;1009->1003;0;0;0;MED;1;0;0;1;7599,00;30;S1,S2,S3
4864;1002;Mafra;ZELBORAF (VEMURAFENIBE) 240MG C/56 CPR;ROCHE;Importado;Ativo;C;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
4864;1006;Mafra;ZELBORAF (VEMURAFENIBE) 240MG C/56 CPR;ROCHE;Importado;Ativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
5056;1021;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1021;19;0;21;MED;4;0;0;4;219,25;30;S1
5056;1010;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
5056;1009;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;16;8;17;MED;30;0;2;32;219,33;30;S1
5056;1006;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;57;10;63;MED;0;20;50;70;1,00;30;S1
5056;1003;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1003;0;0;0;MED;0;0;0;0;1,00;30;S1
5056;1002;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1002;0;25;0;MED;17;0;0;17;219,29;30;S1
5056;1006;Mafra;NEXIUM 40MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;16;0;MED;0;0;0;0;1,00;30;S1
5057;1023;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1009->1023;0;0;0;MED;7;0;0;7;103,71;30;S1
5057;1021;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1021;0;0;1;MED;2;0;0;2;102,50;30;S1
5057;1010;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1010;0;0;0;MED;3;0;0;3;102,67;30;S1
5057;1009;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1009;4;0;7;MED;22;0;0;22;103,73;30;S1
5057;1006;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1009->1003->1006;24;0;40;MED;40;0;0;40;104,95;30;S1
5057;1002;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1002;0;0;0;MED;2;0;0;2;105,00;30;S1
5057;1006;Mafra;NEXIUM 20MG CX 28CPR LIB RET ASTRAZENECA;ASTRAZENECA;Nacional 7%;Delistado;C;Não;BYANCA;1009->1003->1001;0;8;0;MED;32;0;0;32;104,94;30;S1
8723;1009;Mafra;RIVOTRIL (B1) 0,25 MG C/ 30 CPR SUBLINGUAL;ROCHE;Nacional 12%;Inativo;C;Não;BYANCA;1009;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
8723;1006;Mafra;RIVOTRIL (B1) 0,25 MG C/ 30 CPR SUBLINGUAL;ROCHE;Nacional 12%;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10047;1010;Mafra;XELODA 150MG CX 60CPR ROCHE;ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Inativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10047;1002;Mafra;XELODA 150MG CX 60CPR ROCHE;ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Inativo;C;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10047;1006;Mafra;XELODA 150MG CX 60CPR ROCHE;ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10087;1024;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1024;4;0;3;MED;5;0;0;5;432,00;30;S1,S2,S3
10087;1023;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1009->1023;12;0;8;MED;26;0;0;26;427,19;30;S1,S2,S3
10087;1021;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1021;3;2;2;MED;4;0;0;4;431,00;30;S1,S2,S3
10087;1010;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10087;1009;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1009;15;11;9;MED;8;0;0;8;426,88;30;S1,S2,S3
10087;1006;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1006;9;0;6;MED;0;0;0;0;1,00;30;S1,S2,S3
10087;1003;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1009->1003;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10087;1002;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
10087;1006;Mafra;CELLCEPT 500MG CX 50CPR ROCHE;ROCHE;Importado;Ativo;B;Não;BYANCA;1001;0;0;0;MED;5;0;0;5;428,60;30;S1,S2,S3
10176;1024;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1024;124;90;149;MED;177;0;0;177;46,44;75;S4
10176;1023;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009->1023;96;30;115;MED;27;54;0;117;45,11;75;S4
10176;1021;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1021;9;30;10;MED;9;4;0;13;44,44;75;S4
10176;1010;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;75;S4
10176;1009;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009;97;59;117;MED;120;27;0;147;45,28;75;S4
10176;1006;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1006;212;0;255;MED;0;329;0;329;1,00;75;S4
10176;1003;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1003;0;0;0;MED;5;0;0;5;45,00;75;S4
10176;1002;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1002;32;35;39;MED;53;0;0;53;45,15;75;S4
10176;1006;Mafra;GEMZAR 200MG FA 10ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1001;0;179;0;MED;76;0;0;76;45,29;75;S4
10177;1024;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1024;101;71;97;MED;81;0;0;81;227,81;75;S4
10177;1023;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1009->1023;54;35;52;MED;25;0;0;25;222,84;75;S4
10177;1021;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1021;9;5;8;MED;17;0;0;17;222,24;75;S4
10177;1009;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1009;81;94;78;MED;53;0;0;53;224,23;75;S4
10177;1006;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1006;206;10;198;MED;195;0;0;195;224,28;75;S4
10177;1003;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1003;0;0;0;MED;1;0;0;1;219,00;75;S4
10177;1002;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1002;36;24;35;MED;103;0;0;103;223,40;75;S4
10177;1006;Mafra;GEMZAR 1G FA 50ML ELI LILLY;ELI LILLY;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;B;Não;BYANCA;1001;0;193;0;MED;71;0;0;71;224,04;75;S4
10236;1024;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1024;0;10;0;MED;0;0;0;0;1,00;30;S1
10236;1023;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1023;0;0;0;MED;3;0;0;3;557,67;30;S1
10236;1021;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1021;40;47;40;MED;5;40;0;45;544,60;30;S1
10236;1010;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
10236;1009;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1009;156;111;155;MED;127;1;0;128;509,81;30;S1
10236;1006;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1006;63;0;62;MED;0;72;0;72;1,00;30;S1
10236;1003;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1003;0;6;0;MED;1;0;0;1;565,00;30;S1
10236;1002;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1002;0;4;0;MED;0;0;0;0;1,00;30;S1
10236;1006;Mafra;ARIMIDEX 1MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;A;Não;BYANCA;1001;0;85;0;MED;3;0;0;3;518,33;30;S1
10989;1024;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1024;0;0;0;MED;2;0;0;2;640,00;30;S1
10989;1021;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1021;0;0;0;MED;0;0;0;0;1,00;30;S1
10989;1010;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1010;0;2;0;MED;1;0;0;1;625,00;30;S1
10989;1009;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1009;3;1;7;MED;9;2;0;11;566,78;30;S1
10989;1006;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1006;2;0;7;MED;0;10;0;10;1,00;30;S1
10989;1003;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1003;0;0;0;MED;0;0;0;0;1,00;30;S1
10989;1002;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1
10989;1006;Mafra;CASODEX 50MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1001;0;1;0;MED;1;0;0;1;624,00;30;S1
11624;1023;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1002->1023;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11624;1021;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1021;11;20;17;MED;4;0;0;4;8308,50;30;S1,S2,S3
11624;1010;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11624;1009;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1002->1009;34;17;55;MED;0;0;30;50;1,00;30;S1,S2,S3
11624;1006;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1006;0;9;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11624;1003;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1002->1003;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11624;1002;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11624;1006;Mafra;HERCEPTIN 440MG FA 20ML ROCHE (G);ROCHE;Isento - Convênio 162/94 (antigo) - forn GO;Ativo;B;Não;BYANCA;1001;0;2;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11890;1002;Mafra;RIVOTRIL (B1) 2,5MG/ML FR 20ML ROCHE;ROCHE;Nacional 12%;Inativo;C;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11890;1006;Mafra;RIVOTRIL (B1) 2,5MG/ML FR 20ML ROCHE;ROCHE;Nacional 12%;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
11928;1023;Mafra;PULMOZYME 1MG/ML CX 6AMP 2,5ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1009->1023;2;0;1;MED;3;0;0;3;1227,33;30;S1,S2,S3
11928;1009;Mafra;PULMOZYME 1MG/ML CX 6AMP 2,5ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1009;0;0;0;MED;1;0;0;1;1194,00;30;S1,S2,S3
11928;1006;Mafra;PULMOZYME 1MG/ML CX 6AMP 2,5ML ROCHE (G);ROCHE;Nacional 12%;Ativo;C;Não;BYANCA;1009->1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
12957;1021;Mafra;SEROQUEL (C1) 25MG CX 14CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1021;55;0;30;MED;93;0;0;93;60,08;30;S1
12957;1010;Mafra;SEROQUEL (C1) 25MG CX 14CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1010;0;0;0;MED;5;0;0;5;60,40;30;S1
12957;1009;Mafra;SEROQUEL (C1) 25MG CX 14CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;40;5;22;MED;22;0;0;22;59,36;30;S1
12957;1006;Mafra;SEROQUEL (C1) 25MG CX 14CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1006;27;0;15;MED;0;0;60;60;1,00;30;S1
12957;1006;Mafra;SEROQUEL (C1) 25MG CX 14CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;64;0;0;64;59,48;30;S1
12958;1024;Mafra;SEROQUEL (C1) 100MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
12958;1010;Mafra;SEROQUEL (C1) 100MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1010;0;0;0;MED;0;0;0;0;1,00;30;S1
12958;1009;Mafra;SEROQUEL (C1) 100MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009;8;3;2;MED;11;0;0;11;398,73;30;S1
12958;1006;Mafra;SEROQUEL (C1) 100MG CX 28CPR ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
12998;1006;Mafra;KYTRIL (GRANISETRONA) 1MG AMP 1ML*;ROCHE;-;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
13005;1006;Mafra;KYTRIL (GRANISETRONA) 3MG AMP 3ML*;ROCHE;-;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
14016;1006;Mafra;ATACAND 16MG CX 30CP ASTRAZENECA;ASTRAZENECA;Nacional 7%;Ativo;C;Não;BYANCA;1009->1003->1001;0;0;0;MED;0;0;0;0;1,00;30;S1
14818;1009;Mafra;LEXOTAN (B1) 3MG CX 20CP ROCHE;ROCHE;-;Inativo;C;Não;BYANCA;1009;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
14818;1006;Mafra;LEXOTAN (B1) 3MG CX 20CP ROCHE;ROCHE;-;Inativo;C;Não;BYANCA;1001;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
14931;1024;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1024;0;0;0;MED;4;0;0;4;75,50;30;S1,S2,S3
14931;1021;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1021;0;0;0;MED;5;0;0;5;75,40;30;S1,S2,S3
14931;1010;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1010;0;0;0;MED;1;0;0;1;75,00;30;S1,S2,S3
14931;1009;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1009;4;0;3;MED;6;0;0;6;75,50;30;S1,S2,S3
14931;1006;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1006;14;0;10;MED;325;0;0;325;65,68;30;S1,S2,S3
14931;1003;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1009->1003;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
14931;1006;Mafra;ROCEFIN IM 500MG FA 2ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1001;0;0;0;MED;27;0;0;27;77,00;30;S1,S2,S3
14940;1024;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1024;0;0;0;MED;4;0;0;4;137,75;30;S1,S2,S3
14940;1023;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1009->1023;0;0;0;MED;2;0;0;2;131,50;30;S1,S2,S3
14940;1021;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1021;26;0;23;MED;120;0;0;120;140,43;30;S1,S2,S3
14940;1009;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1009;1;0;1;MED;3;0;0;3;139,67;30;S1,S2,S3
14940;1006;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1006;13;0;11;MED;265;0;0;265;117,58;30;S1,S2,S3
14940;1002;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1002;0;0;0;MED;1;0;0;1;132,00;30;S1,S2,S3
14940;1006;Mafra;ROCEFIN IM 1G FA 3,5ML ROCHE;ROCHE;Importado;Ativo;C;Não;BYANCA;1001;0;0;0;MED;112;0;0;112;138,21;30;S1,S2,S3
16101;1024;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16101;1023;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1023;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16101;1021;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1021;2;0;3;MED;13;0;0;13;2142,23;30;S1,S2,S3
16101;1010;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1010;33;19;38;MED;7;0;0;7;2743,43;30;S1,S2,S3
16101;1009;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1009;48;12;55;MED;0;33;0;33;1,00;30;S1,S2,S3
16101;1002;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1002;0;0;0;MED;1;0;0;1;3120,00;30;S1,S2,S3
16101;1006;Mafra;MABTHERA 10MG/ML CX 2FR 10ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1001;0;33;0;MED;21;0;0;21;2097,48;30;S1,S2,S3
16110;1024;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16110;1023;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1023;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16110;1021;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1021;37;30;40;MED;0;31;1;32;1,00;30;S1,S2,S3
16110;1010;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1010;4;6;4;MED;10;0;0;10;6797,70;30;S1,S2,S3
16110;1009;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1009;73;1;80;MED;36;34;10;80;4120,64;30;S1,S2,S3
16110;1006;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1006;0;10;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16110;1003;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1009->1003;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16110;1002;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1002;0;0;0;MED;0;0;0;0;1,00;30;S1,S2,S3
16110;1006;Mafra;MABTHERA 10MG/ML FR 50ML ROCHE (G);ROCHE;Isento - Convênio 140/01;Ativo;B;Não;BYANCA;1001;0;14;0;MED;9;0;0;9;4421,22;30;S1,S2,S3
17303;1024;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1024;0;0;0;MED;0;0;0;0;1,00;30;S1
17303;1023;Mafra;IRESSA 250MG CX 30CPR ASTRAZENECA;ASTRAZENECA;Isento - Convênio 162/94 - Antigos - Exc. GO;Ativo;C;Não;BYANCA;1023;0;4;0;MED;0;0;0;0;1,00;30;S1
